"01002020","1","2","20","And the man calleth names to all the cattle, and to fowl of the heavens, and to every beast of the field; and to man hath not been found an helper -- as his counterpart."
"01002021","1","2","21","And Jehovah God causeth a deep sleep to fall upon the man, and he sleepeth, and He taketh one of his ribs, and closeth up flesh in its stead."
"01002022","1","2","22","And Jehovah God buildeth up the rib which He hath taken out of the man into a woman, and bringeth her in unto the man;"
"01002023","1","2","23","and the man saith, `This `is' the `proper' step! bone of my bone, and flesh of my flesh!' for this it is called Woman, for from a man hath this been taken;"
"01002024","1","2","24","therefore doth a man leave his father and his mother, and hath cleaved unto his wife, and they have become one flesh."
"01002025","1","2","25","And they are both of them naked, the man and his wife, and they are not ashamed of themselves."
"01003001","1","3","1","And the serpent hath been subtile above every beast of the field which Jehovah God hath made, and he saith unto the woman, `Is it true that God hath said, Ye do not eat of every tree of the garden?'"
"01003002","1","3","2","And the woman saith unto the serpent, `Of the fruit of the trees of the garden we do eat,"
"01003003","1","3","3","and of the fruit of the tree which `is' in the midst of the garden God hath said, Ye do not eat of it, nor touch it, lest ye die.'"
"01003004","1","3","4","And the serpent saith unto the woman, `Dying, ye do not die,"
"01003005","1","3","5","for God doth know that in the day of your eating of it -- your eyes have been opened, and ye have been as God, knowing good and evil.'"
"01003006","1","3","6","And the woman seeth that the tree `is' good for food, and that it `is' pleasant to the eyes, and the tree is desirable to make `one' wise, and she taketh of its fruit and eateth, and giveth also to her husband with her, and he doth eat;"
"01003007","1","3","7","and the eyes of them both are opened, and they know that they `are' naked, and they sew fig-leaves, and make to themselves girdles."
"01003008","1","3","8","And they hear the sound of Jehovah God walking up and down in the garden at the breeze of the day, and the man and his wife hide themselves from the face of Jehovah God in the midst of the trees of the garden."
"01003009","1","3","9","And Jehovah God calleth unto the man, and saith to him, `Where `art' thou?'"
"01003010","1","3","10","and he saith, `Thy sound I have heard in the garden, and I am afraid, for I am naked, and I hide myself.'"
"01003011","1","3","11","And He saith, `Who hath declared to thee that thou `art' naked? of the tree of which I have commanded thee not to eat, hast thou eaten?'"
"01003012","1","3","12","and the man saith, `The woman whom Thou didst place with me -- she hath given to me of the tree -- and I do eat.'"
"01003013","1","3","13","And Jehovah God saith to the woman, `What `is' this thou hast done?' and the woman saith, `The serpent hath caused me to forget -- and I do eat.'"
"01003014","1","3","14","And Jehovah God saith unto the serpent, `Because thou hast done this, cursed `art' thou above all the cattle, and above every beast of the field: on thy belly dost thou go, and dust thou dost eat, all days of thy life;"
"01003015","1","3","15","and enmity I put between thee and the woman, and between thy seed and her seed; he doth bruise thee -- the head, and thou dost bruise him -- the heel.'"
"01003016","1","3","16","Unto the woman He said, `Multiplying I multiply thy sorrow and thy conception, in sorrow dost thou bear children, and toward thy husband `is' thy desire, and he doth rule over thee.'"
"01003017","1","3","17","And to the man He said, `Because thou hast hearkened to the voice of thy wife, and dost eat of the tree concerning which I have charged thee, saying, Thou dost not eat of it, cursed `is' the ground on thine account; in sorrow thou dost eat of it all days of thy life,"
"01003018","1","3","18","and thorn and bramble it doth bring forth to thee, and thou hast eaten the herb of the field;"
"01003019","1","3","19","by the sweat of thy face thou dost eat bread till thy return unto the ground, for out of it hast thou been taken, for dust thou `art', and unto dust thou turnest back.'"
"01003020","1","3","20","And the man calleth his wife's name Eve: for she hath been mother of all living."
"01003021","1","3","21","And Jehovah God doth make to the man and to his wife coats of skin, and doth clothe them."
"01003022","1","3","22","And Jehovah God saith, `Lo, the man was as one of Us, as to the knowledge of good and evil; and now, lest he send forth his hand, and have taken also of the tree of life, and eaten, and lived to the age,' --"
"01003023","1","3","23","Jehovah God sendeth him forth from the garden of Eden to serve the ground from which he hath been taken;"
"01003024","1","3","24","yea, he casteth out the man, and causeth to dwell at the east of the garden of Eden the cherubs and the flame of the sword which is turning itself round to guard the way of the tree of life."
"01004001","1","4","1","And the man knew Eve his wife, and she conceiveth and beareth Cain, and saith, `I have gotten a man by Jehovah;'"
"01004002","1","4","2","and she addeth to bear his brother, even Abel. And Abel is feeding a flock, and Cain hath been servant of the ground."
"01004003","1","4","3","And it cometh to pass at the end of days that Cain bringeth from the fruit of the ground a present to Jehovah;"
"01004004","1","4","4","and Abel, he hath brought, he also, from the female firstlings of his flock, even from their fat ones; and Jehovah looketh unto Abel and unto his present,"
"01004005","1","4","5","and unto Cain and unto his present He hath not looked; and it is very displeasing to Cain, and his countenance is fallen."
"01004006","1","4","6","And Jehovah saith unto Cain, `Why hast thou displeasure? and why hath thy countenance fallen?"
"01004007","1","4","7","Is there not, if thou dost well, acceptance? and if thou dost not well, at the opening a sin-offering is crouching, and unto thee its desire, and thou rulest over it.'"
"01004008","1","4","8","And Cain saith unto Abel his brother, ``Let us go into the field;'' and it cometh to pass in their being in the field, that Cain riseth up against Abel his brother, and slayeth him."
"01004009","1","4","9","And Jehovah saith unto Cain, `Where `is' Abel thy brother?' and he saith, `I have not known; my brother's keeper -- I?'"
"01004010","1","4","10","And He saith, `What hast thou done? the voice of thy brother's blood is crying unto Me from the ground;"
"01004011","1","4","11","and now, cursed `art' thou from the ground, which hath opened her mouth to receive the blood of thy brother from thy hand;"
"01004012","1","4","12","when thou tillest the ground, it doth not add to give its strength to thee -- a wanderer, even a trembling one, thou art in the earth.'"
"01004013","1","4","13","And Cain saith unto Jehovah, `Greater is my punishment than to be borne;"
"01004014","1","4","14","lo, Thou hast driven me to-day from off the face of the ground, and from Thy face I am hid; and I have been a wanderer, even a trembling one, in the earth, and it hath been -- every one finding me doth slay me.'"
"01004015","1","4","15","And Jehovah saith to him, `Therefore -- of any slayer of Cain sevenfold it is required;' and Jehovah setteth to Cain a token that none finding him doth slay him."
"01004016","1","4","16","And Cain goeth out from before Jehovah, and dwelleth in the land, moving about east of Eden;"
"01004017","1","4","17","and Cain knoweth his wife, and she conceiveth, and beareth Enoch; and he is building a city, and he calleth the name of the city, according to the name of his son -- Enoch."
"01004018","1","4","18","And born to Enoch is Irad; and Irad hath begotten Mehujael; and Mehujael hath begotten Methusael; and Methusael hath begotten Lamech."
"01004019","1","4","19","And Lamech taketh to himself two wives, the name of the one Adah, and the name of the second Zillah."
"01004020","1","4","20","And Adah beareth Jabal, he hath been father of those inhabiting tents and purchased possessions;"
"01004021","1","4","21","and the name of his brother `is' Jubal, he hath been father of every one handling harp and organ."
"01004022","1","4","22","And Zillah she also bare Tubal-Cain, an instructor of every artificer in brass and iron; and a sister of Tubal-Cain `is' Naamah."
"01004023","1","4","23","And Lamech saith to his wives: -- `Adah and Zillah, hear my voice; Wives of Lamech, give ear `to' my saying: For a man I have slain for my wound, Even a young man for my hurt;"
"01004024","1","4","24","For sevenfold is required for Cain, And for Lamech seventy and sevenfold.'"
"01004025","1","4","25","And Adam again knoweth his wife, and she beareth a son, and calleth his name Seth, `for God hath appointed for me another seed instead of Abel:' for Cain had slain him."
"01004026","1","4","26","And to Seth, to him also a son hath been born, and he calleth his name Enos; then a beginning was made of preaching in the name of Jehovah."
"01005001","1","5","1","This `is' an account of the births of Adam: In the day of God's preparing man, in the likeness of God He hath made him;"
"01005002","1","5","2","a male and a female He hath prepared them, and He blesseth them, and calleth their name Man, in the day of their being prepared."
"01005003","1","5","3","And Adam liveth an hundred and thirty years, and begetteth `a son' in his likeness, according to his image, and calleth his name Seth."
"01005004","1","5","4","And the days of Adam after his begetting Seth are eight hundred years, and he begetteth sons and daughters."
"01005005","1","5","5","And all the days of Adam which he lived are nine hundred and thirty years, and he dieth."
"01005006","1","5","6","And Seth liveth an hundred and five years, and begetteth Enos."
"01005007","1","5","7","And Seth liveth after his begetting Enos eight hundred and seven years, and begetteth sons and daughters."
"01005008","1","5","8","And all the days of Seth are nine hundred and twelve years, and he dieth."
"01005009","1","5","9","And Enos liveth ninety years, and begetteth Cainan."
"01005010","1","5","10","And Enos liveth after his begetting Cainan eight hundred and fifteen years, and begetteth sons and daughters."
"01005011","1","5","11","And all the days of Enos are nine hundred and five years, and he dieth."
"01005012","1","5","12","And Cainan liveth seventy years, and begetteth Mahalaleel."
"01005013","1","5","13","And Cainan liveth after his begetting Mahalaleel eight hundred and forty years, and begetteth sons and daughters."
"01005014","1","5","14","And all the days of Cainan are nine hundred and ten years, and he dieth."
"01005015","1","5","15","And Mahalaleel liveth five and sixty years, and begetteth Jared."
"01005016","1","5","16","And Mahalaleel liveth after his begetting Jared eight hundred and thirty years, and begetteth sons and daughters."
"01005017","1","5","17","And all the days of Mahalaleel are eight hundred and ninety and five years, and he dieth."
"01005018","1","5","18","And Jared liveth an hundred and sixty and two years, and begetteth Enoch."
"01005019","1","5","19","And Jared liveth after his begetting Enoch eight hundred years, and begetteth sons and daughters."
"01005020","1","5","20","And all the days of Jared are nine hundred and sixty and two years, and he dieth."
"01005021","1","5","21","And Enoch liveth five and sixty years, and begetteth Methuselah."
"01005022","1","5","22","And Enoch walketh habitually with God after his begetting Methuselah three hundred years, and begetteth sons and daughters."
"01005023","1","5","23","And all the days of Enoch are three hundred and sixty and five years."
"01005024","1","5","24","And Enoch walketh habitually with God, and he is not, for God hath taken him."
"01005025","1","5","25","And Methuselah liveth an hundred and eighty and seven years, and begetteth Lamech."
"01005026","1","5","26","And Methuselah liveth after his begetting Lamech seven hundred and eighty and two years, and begetteth sons and daughters."
"01005027","1","5","27","And all the days of Methuselah are nine hundred and sixty and nine years, and he dieth."
"01005028","1","5","28","And Lamech liveth an hundred and eighty and two years, and begetteth a son,"
"01005029","1","5","29","and calleth his name Noah, saying, `This `one' doth comfort us concerning our work, and concerning the labour of our hands, because of the ground which Jehovah hath cursed.'"
"01005030","1","5","30","And Lamech liveth after his begetting Noah five hundred and ninety and five years, and begetteth sons and daughters."
"01005031","1","5","31","And all the days of Lamech are seven hundred and seventy and seven years, and he dieth."
"01005032","1","5","32","And Noah is a son of five hundred years, and Noah begetteth Shem, Ham, and Japheth."
"01006001","1","6","1","And it cometh to pass that mankind have begun to multiply on the face of the ground, and daughters have been born to them,"
"01006002","1","6","2","and sons of God see the daughters of men that they `are' fair, and they take to themselves women of all whom they have chosen."
"01006003","1","6","3","And Jehovah saith, `My Spirit doth not strive in man -- to the age; in their erring they `are' flesh:' and his days have been an hundred and twenty years."
"01006004","1","6","4","The fallen ones were in the earth in those days, and even afterwards when sons of God come in unto daughters of men, and they have borne to them -- they `are' the heroes, who, from of old, `are' the men of name."
"01006005","1","6","5","And Jehovah seeth that abundant `is' the wickedness of man in the earth, and every imagination of the thoughts of his heart only evil all the day;"
"01006006","1","6","6","and Jehovah repenteth that He hath made man in the earth, and He grieveth Himself -- unto His heart."
"01006007","1","6","7","And Jehovah saith, `I wipe away man whom I have prepared from off the face of the ground, from man unto beast, unto creeping thing, and unto fowl of the heavens, for I have repented that I have made them.'"
"01006008","1","6","8","And Noah found grace in the eyes of Jehovah."
"01006009","1","6","9","These `are' births of Noah: Noah `is' a righteous man; perfect he hath been among his generations; with God hath Noah walked habitually."
"01006010","1","6","10","And Noah begetteth three sons, Shem, Ham, and Japheth."
"01006011","1","6","11","And the earth is corrupt before God, and the earth is filled `with' violence."
"01006012","1","6","12","And God seeth the earth, and lo, it hath been corrupted, for all flesh hath corrupted its way on the earth."
"01006013","1","6","13","And God said to Noah, `An end of all flesh hath come before Me, for the earth hath been full of violence from their presence; and lo, I am destroying them with the earth."
"01006014","1","6","14","`Make for thyself an ark of gopher-wood; rooms dost thou make with the ark, and thou hast covered it within and without with cypress;"
"01006015","1","6","15","and this `is' that which thou dost with it: three hundred cubits `is' the length of the ark, fifty cubits its breadth, and thirty cubits its height;"
"01006016","1","6","16","a window dost thou make for the ark, and unto a cubit thou dost restrain it from above; and the opening of the ark thou dost put in its side, -- lower, second, and third `stories' dost thou make it."
"01006017","1","6","17","`And I, lo, I am bringing in the deluge of waters on the earth to destroy all flesh, in which `is' a living spirit, from under the heavens; all that `is' in the earth doth expire."
"01006018","1","6","18","`And I have established My covenant with thee, and thou hast come in unto the ark, thou, and thy sons, and thy wife, and thy son's wives with thee;"
"01006019","1","6","19","and of all that liveth, of all flesh, two of every `sort' thou dost bring in unto the ark, to keep alive with thee; male and female are they."
"01006020","1","6","20","Of the fowl after its kind, and of the cattle after their kind, of every creeping thing of the ground after its kind, two of every `sort' they come in unto thee, to keep alive."
"01006021","1","6","21","`And thou, take to thyself of all food that is eaten; and thou hast gathered unto thyself, and it hath been to thee and to them for food.'"
"01006022","1","6","22","And Noah doth according to all that God hath commanded him; so hath he done."
"01007001","1","7","1","And Jehovah saith to Noah, `Come in, thou and all thy house, unto the ark, for thee I have seen righteous before Me in this generation;"
"01007002","1","7","2","of all the clean beasts thou dost take to thee seven pairs, a male and its female; and of the beasts which are not clean two, a male and its female;"
"01007003","1","7","3","also, of fowl of the heavens seven pairs, a male and a female, to keep alive seed on the face of all the earth;"
"01007004","1","7","4","for after other seven days I am sending rain on the earth forty days and forty nights, and have wiped away all the substance that I have made from off the face of the ground.'"
"01007005","1","7","5","And Noah doth according to all that Jehovah hath commanded him:"
"01007006","1","7","6","and Noah `is' a son of six hundred years, and the deluge of waters hath been upon the earth."
"01007007","1","7","7","And Noah goeth in, and his sons, and his wife, and his sons' wives with him, unto the ark, from the presence of the waters of the deluge;"
"01007008","1","7","8","of the clean beasts and of the beasts that `are' not clean, and of the fowl, and of every thing that is creeping upon the ground,"
"01007009","1","7","9","two by two they have come in unto Noah, unto the ark, a male and a female, as God hath commanded Noah."
"01007010","1","7","10","And it cometh to pass, after the seventh of the days, that waters of the deluge have been on the earth."
"01007011","1","7","11","In the six hundredth year of the life of Noah, in the second month, in the seventeenth day of the month, in this day have been broken up all fountains of the great deep, and the net-work of the heavens hath been opened,"
"01007012","1","7","12","and the shower is on the earth forty days and forty nights."
"01007013","1","7","13","In this self-same day went in Noah, and Shem, and Ham, and Japheth, sons of Noah, and Noah's wife and the three wives of his sons with them, unto the ark;"
"01007014","1","7","14","they, and every living creature after its kind, and every beast after its kind, and every creeping thing that is creeping on the earth after its kind, and every fowl after its kind, every bird -- every wing."
"01007015","1","7","15","And they come in unto Noah, unto the ark, two by two of all the flesh in which `is' a living spirit;"
"01007016","1","7","16","and they that are coming in, male and female of all flesh, have come in as God hath commanded him, and Jehovah doth close `it' for him."
"01007017","1","7","17","And the deluge is forty days on the earth, and the waters multiply, and lift up the ark, and it is raised up from off the earth;"
"01007018","1","7","18","and the waters are mighty, and multiply exceedingly upon the earth; and the ark goeth on the face of the waters."
"01007019","1","7","19","And the waters have been very very mighty on the earth, and covered are all the high mountains which `are' under the whole heavens;"
"01007020","1","7","20","fifteen cubits upwards have the waters become mighty, and the mountains are covered;"
"01007021","1","7","21","and expire doth all flesh that is moving on the earth, among fowl, and among cattle, and among beasts, and among all the teeming things which are teeming on the earth, and all mankind;"
"01007022","1","7","22","all in whose nostrils `is' breath of a living spirit -- of all that `is' in the dry land -- have died."
"01007023","1","7","23","And wiped away is all the substance that is on the face of the ground, from man unto beast, unto creeping thing, and unto fowl of the heavens; yea, they are wiped away from the earth, and only Noah is left, and those who `are' with him in the ark;"
"01007024","1","7","24","and the waters are mighty on the earth a hundred and fifty days."
"01008001","1","8","1","And God remembereth Noah, and every living thing, and all the cattle which `are' with him in the ark, and God causeth a wind to pass over the earth, and the waters subside,"
"01008002","1","8","2","and closed are the fountains of the deep and the net-work of the heavens, and restrained is the shower from the heavens."
"01008003","1","8","3","And turn back do the waters from off the earth, going on and returning; and the waters are lacking at the end of a hundred and fifty days."
"01008004","1","8","4","And the ark resteth, in the seventh month, in the seventeenth day of the month, on mountains of Ararat;"
"01008005","1","8","5","and the waters have been going and becoming lacking till the tenth month; in the tenth `month', on the first of the month, appeared the heads of the mountains."
"01008006","1","8","6","And it cometh to pass, at the end of forty days, that Noah openeth the window of the ark which he made,"
"01008007","1","8","7","and he sendeth forth the raven, and it goeth out, going out and turning back till the drying of the waters from off the earth."
"01008008","1","8","8","And he sendeth forth the dove from him to see whether the waters have been lightened from off the face of the ground,"
"01008009","1","8","9","and the dove hath not found rest for the sole of her foot, and she turneth back unto him, unto the ark, for waters `are' on the face of all the earth, and he putteth out his hand, and taketh her, and bringeth her in unto him, unto the ark."
"01008010","1","8","10","And he stayeth yet other seven days, and addeth to send forth the dove from the ark;"
"01008011","1","8","11","and the dove cometh in unto him at even-time, and lo, an olive leaf torn off in her mouth; and Noah knoweth that the waters have been lightened from off the earth."
"01008012","1","8","12","And he stayeth yet other seven days, and sendeth forth the dove, and it added not to turn back unto him any more."
"01008013","1","8","13","And it cometh to pass in the six hundredth and first year, in the first `month', in the first of the month, the waters have been dried from off the earth; and Noah turneth aside the covering of the ark, and looketh, and lo, the face of the ground hath been dried."
"01008014","1","8","14","And in the second month, in the seven and twentieth day of the month, the earth hath become dry."
"01008015","1","8","15","And God speaketh unto Noah, saying, `Go out from the ark, thou, and thy wife, and thy sons, and thy sons' wives with thee;"
"01008016","1","8","16","every living thing that `is' with thee, of all flesh, among fowl, and among cattle, and among every creeping thing which is creeping on the earth, bring out with thee;"
"01008017","1","8","17","and they have teemed in the earth, and been fruitful, and have multiplied on the earth.'"
"01008018","1","8","18","And Noah goeth out, and his sons, and his wife, and his sons' wives with him;"
"01008019","1","8","19","every beast, every creeping thing, and every fowl; every creeping thing on the earth, after their families, have gone out from the ark."
"01008020","1","8","20","And Noah buildeth an altar to Jehovah, and taketh of every clean beast, and of every clean fowl, and causeth burnt-offerings to ascend on the altar;"
"01008021","1","8","21","and Jehovah smelleth the sweet fragrance, and Jehovah saith unto His heart, `I continue not to disesteem any more the ground because of man, though the imagination of the heart of man `is' evil from his youth; and I continue not to smite any more all living, as I have done;"
"01008022","1","8","22","during all days of the earth, seed-time and harvest, and cold and heat, and summer and winter, and day and night, do not cease.'"
"01009001","1","9","1","And God blesseth Noah, and his sons, and saith to them, `Be fruitful, and multiply, and fill the earth;"
"01009002","1","9","2","and your fear and your dread is on every beast of the earth, and on every fowl of the heavens, on all that creepeth on the ground, and on all fishes of the sea -- into your hand they have been given."
"01009003","1","9","3","Every creeping thing that is alive, to you it is for food; as the green herb I have given to you the whole;"
"01009004","1","9","4","only flesh in its life -- its blood -- ye do not eat."
"01009005","1","9","5","`And only your blood for your lives do I require; from the hand of every living thing I require it, and from the hand of man, from the hand of every man's brother I require the life of man;"
"01009006","1","9","6","whoso sheddeth man's blood, by man is his blood shed: for in the image of God hath He made man."
"01009007","1","9","7","And ye, be fruitful and multiply, teem in the earth, and multiply in it.'"
"01009008","1","9","8","And God speaketh unto Noah, and unto his sons with him, saying,"
"01009009","1","9","9","`And I, lo, I am establishing My covenant with you, and with your seed after you,"
"01009010","1","9","10","and with every living creature which `is' with you, among fowl, among cattle, and among every beast of the earth with you, from all who are going out of the ark -- to every beast of the earth."
"01009011","1","9","11","And I have established My covenant with you, and all flesh is not any more cut off by waters of a deluge, and there is not any more a deluge to destroy the earth.'"
"01009012","1","9","12","And God saith, `This is a token of the covenant which I am giving between Me and you, and every living creature that `is' with you, to generations age-during;"
"01009013","1","9","13","My bow I have given in the cloud, and it hath been for a token of a covenant between Me and the earth;"
"01009014","1","9","14","and it hath come to pass (in My sending a cloud over the earth) that the bow hath been seen in the cloud,"
"01009015","1","9","15","and I have remembered My covenant which is between Me and you, and every living creature among all flesh, and the waters become no more a deluge to destroy all flesh;"
"01009016","1","9","16","and the bow hath been in the cloud, and I have seen it -- to remember the covenant age-during between God and every living creature among all flesh which `is' on the earth.'"
"01009017","1","9","17","And God saith unto Noah, `This `is' a token of the covenant which I have established between Me and all flesh that `is' upon the earth.'"
"01009018","1","9","18","And the sons of Noah who are going out of the ark are Shem, and Ham, and Japheth; and Ham is father of Canaan."
"01009019","1","9","19","These three `are' sons of Noah, and from these hath all the earth been overspread."
"01009020","1","9","20","And Noah remaineth a man of the ground, and planteth a vineyard,"
"01009021","1","9","21","and drinketh of the wine, and is drunken, and uncovereth himself in the midst of the tent."
"01009022","1","9","22","And Ham, father of Canaan, seeth the nakedness of his father, and declareth to his two brethren without."
"01009023","1","9","23","And Shem taketh -- Japheth also -- the garment, and they place on the shoulder of them both, and go backward, and cover the nakedness of their father; and their faces `are' backward, and their father's nakedness they have not seen."
"01009024","1","9","24","And Noah awaketh from his wine, and knoweth that which his young son hath done to him,"
"01009025","1","9","25","and saith: `Cursed `is' Canaan, Servant of servants he is to his brethren.'"
"01009026","1","9","26","And he saith: `Blessed of Jehovah my God `is' Shem, And Canaan is servant to him."
"01009027","1","9","27","God doth give beauty to Japheth, And he dwelleth in tents of Shem, And Canaan is servant to him.'"
"01009028","1","9","28","And Noah liveth after the deluge three hundred and fifty years;"
"01009029","1","9","29","and all the days of Noah are nine hundred and fifty years, and he dieth."
"01010001","1","10","1","And these `are' births of the sons of Noah, Shem, Ham, and Japheth; and born to them are sons after the deluge."
"01010002","1","10","2","`Sons of Japheth `are' Gomer, and Magog, and Madai, and Javan, and Tubal, and Meshech, and Tiras."
"01010003","1","10","3","And sons of Gomer `are' Ashkenaz, and Riphath, and Togarmah."
"01010004","1","10","4","And sons of Javan `are' Elishah, and Tarshish, Kittim, and Dodanim."
"01010005","1","10","5","By these have the isles of the nations been parted in their lands, each by his tongue, by their families, in their nations."
"01010006","1","10","6","And sons of Ham `are' Cush, and Mitzraim, and Phut, and Canaan."
"01010007","1","10","7","And sons of Cush `are' Seba, and Havilah, and Sabtah, and Raamah, and Sabtechah; and sons of Raamah `are' Sheba and Dedan."
"01010008","1","10","8","And Cush hath begotten Nimrod;"
"01010009","1","10","9","he hath begun to be a hero in the land; he hath been a hero in hunting before Jehovah; therefore it is said, `As Nimrod the hero `in' hunting before Jehovah.'"
"01010010","1","10","10","And the first part of his kingdom is Babel, and Erech, and Accad, and Calneh, in the land of Shinar;"
"01010011","1","10","11","from that land he hath gone out to Asshur, and buildeth Nineveh, even the broad places of the city, and Calah,"
"01010012","1","10","12","and Resen, between Nineveh and Calah; it `is' the great city."
"01010013","1","10","13","And Mitzraim hath begotten the Ludim, and the Anamim, and the Lehabim, and the Naphtuhim,"
"01010014","1","10","14","and the Pathrusim, and the Casluhim, (whence have come out Philistim,) and the Caphtorim."
"01010015","1","10","15","And Canaan hath begotten Sidon his first-born, and Heth,"
"01010016","1","10","16","and the Jebusite, and the Amorite, and the Girgashite,"
