"57001008","57","1","8","Wherefore, having in Christ much boldness to command thee that which is fit --"
"57001009","57","1","9","because of the love I rather entreat, being such an one as Paul the aged, and now also a prisoner of Jesus Christ;"
"57001010","57","1","10","I entreat thee concerning my child -- whom I did beget in my bonds -- Onesimus,"
"57001011","57","1","11","who once was to thee unprofitable, and now is profitable to me and to thee,"
"57001012","57","1","12","whom I did send again, and thou him (that is, my own bowels) receive,"
"57001013","57","1","13","whom I did wish to retain to myself, that in thy behalf he might minister to me in the bonds of the good news,"
"57001014","57","1","14","and apart from thy mind I willed to do nothing, that as of necessity thy good deed may not be, but of willingness,"
"57001015","57","1","15","for perhaps because of this he did depart for an hour, that age-duringly thou mayest have him,"
"57001016","57","1","16","no more as a servant, but above a servant -- a brother beloved, especially to me, and how much more to thee, both in the flesh and in the Lord!"
"57001017","57","1","17","If, then, with me thou hast fellowship, receive him as me,"
"57001018","57","1","18","and if he did hurt to thee, or doth owe anything, this to me be reckoning;"
"57001019","57","1","19","I, Paul did write with my hand, I -- I will repay; that I may not say that also thyself, besides, to me thou dost owe."
"57001020","57","1","20","Yes, brother, may I have profit of thee in the Lord; refresh my bowels in the Lord;"
"57001021","57","1","21","having been confident in thy obedience I did write to thee, having known that also above what I may say thou wilt do;"
"57001022","57","1","22","and at the same time also prepare for me a lodging, for I hope that through your prayers I shall be granted to you."
"57001023","57","1","23","Salute thee doth Epaphras, (my fellow-captive in Christ Jesus,)"
"57001024","57","1","24","Markus, Aristarchus, Demas, Lukas, my fellow-workmen!"
"57001025","57","1","25","The grace of our Lord Jesus Christ `is' with your spirit! Amen."
"58001001","58","1","1","In many parts, and many ways, God of old having spoken to the fathers in the prophets,"
"58001002","58","1","2","in these last days did speak to us in a Son, whom He appointed heir of all things, through whom also He did make the ages;"
"58001003","58","1","3","who being the brightness of the glory, and the impress of His subsistence, bearing up also the all things by the saying of his might -- through himself having made a cleansing of our sins, sat down at the right hand of the greatness in the highest,"
"58001004","58","1","4","having become so much better than the messengers, as he did inherit a more excellent name than they."
"58001005","58","1","5","For to which of the messengers said He ever, `My Son thou art -- I to-day have begotten thee?' and again, `I will be to him for a father, and he shall be to Me for a son?'"
"58001006","58","1","6","and when again He may bring in the first-born to the world, He saith, `And let them bow before him -- all messengers of God;'"
"58001007","58","1","7","and unto the messengers, indeed, He saith, `Who is making His messengers spirits, and His ministers a flame of fire;'"
"58001008","58","1","8","and unto the Son: `Thy throne, O God, `is' to the age of the age; a scepter of righteousness `is' the scepter of thy reign;"
"58001009","58","1","9","thou didst love righteousness, and didst hate lawlessness; because of this did He anoint thee -- God, thy God -- with oil of gladness above thy partners;'"
"58001010","58","1","10","and, `Thou, at the beginning, Lord, the earth didst found, and a work of thy hands are the heavens;"
"58001011","58","1","11","these shall perish, and Thou dost remain, and all, as a garment, shall become old,"
"58001012","58","1","12","and as a mantle Thou shall roll them together, and they shall be changed, and Thou art the same, and Thy years shall not fail.'"
"58001013","58","1","13","And unto which of the messengers said He ever, `Sit at My right hand, till I may make thine enemies thy footstool?'"
"58001014","58","1","14","are they not all spirits of service -- for ministration being sent forth because of those about to inherit salvation?"
"58002001","58","2","1","Because of this it behoveth `us' more abundantly to take heed to the things heard, lest we may glide aside,"
"58002002","58","2","2","for if the word being spoken through messengers did become stedfast, and every transgression and disobedience did receive a just recompense,"
"58002003","58","2","3","how shall we escape, having neglected so great salvation? which a beginning receiving -- to be spoken through the Lord -- by those having heard was confirmed to us,"
"58002004","58","2","4","God also bearing joint-witness both with signs and wonders, and manifold powers, and distributions of the Holy Spirit, according to His will."
"58002005","58","2","5","For not to messengers did He subject the coming world, concerning which we speak,"
"58002006","58","2","6","and one in a certain place did testify fully, saying, `What is man, that Thou art mindful of him, or a son of man, that Thou dost look after him?"
"58002007","58","2","7","Thou didst make him some little less than messengers, with glory and honour Thou didst crown him, and didst set him over the works of Thy hands,"
"58002008","58","2","8","all things Thou didst put in subjection under his feet,' for in the subjecting to him the all things, nothing did He leave to him unsubjected, and now not yet do we see the all things subjected to him,"
"58002009","58","2","9","and him who was made some little less than messengers we see -- Jesus -- because of the suffering of the death, with glory and honour having been crowned, that by the grace of God for every one he might taste of death."
"58002010","58","2","10","For it was becoming to Him, because of whom `are' the all things, and through whom `are' the all things, many sons to glory bringing, the author of their salvation through sufferings to make perfect,"
"58002011","58","2","11","for both he who is sanctifying and those sanctified `are' all of one, for which cause he is not ashamed to call them brethren,"
"58002012","58","2","12","saying, `I will declare Thy name to my brethren, in the midst of an assembly I will sing praise to Thee;' and again, `I will be trusting on Him;'"
"58002013","58","2","13","and again, `Behold I and the children that God did give to me.'"
"58002014","58","2","14","Seeing, then, the children have partaken of flesh and blood, he himself also in like manner did take part of the same, that through death he might destroy him having the power of death -- that is, the devil --"
"58002015","58","2","15","and might deliver those, whoever, with fear of death, throughout all their life, were subjects of bondage,"
"58002016","58","2","16","for, doubtless, of messengers it doth not lay hold, but of seed of Abraham it layeth hold,"
"58002017","58","2","17","wherefore it did behove him in all things to be made like to the brethren, that he might become a kind and stedfast chief-priest in the things with God, to make propitiation for the sins of the people,"
"58002018","58","2","18","for in that he suffered, himself being tempted, he is able to help those who are tempted."
"58003001","58","3","1","Wherefore, holy brethren, partakers of a heavenly calling, consider the apostle and chief priest of our profession, Christ Jesus,"
"58003002","58","3","2","being stedfast to Him who did appoint him, as also Moses in all his house,"
"58003003","58","3","3","for of more glory than Moses hath this one been counted worthy, inasmuch as more honour than the house hath he who doth build it,"
"58003004","58","3","4","for every house is builded by some one, and He who the all things did build `is' God,"
"58003005","58","3","5","and Moses indeed `was' stedfast in all his house, as an attendant, for a testimony of those things that were to be spoken,"
"58003006","58","3","6","and Christ, as a Son over his house, whose house are we, if the boldness and the rejoicing of the hope unto the end we hold fast."
"58003007","58","3","7","Wherefore, (as the Holy Spirit saith, `To-day, if His voice ye may hear --"
"58003008","58","3","8","ye may not harden your hearts, as in the provocation, in the day of the temptation in the wilderness,"
"58003009","58","3","9","in which tempt Me did your fathers, they did prove Me, and saw My works forty years;"
"58003010","58","3","10","wherefore I was grieved with that generation, and said, Always do they go astray in heart, and these have not known My ways;"
"58003011","58","3","11","so I sware in My anger, If they shall enter into My rest -- !')"
"58003012","58","3","12","See, brethren, lest there shall be in any of you an evil heart of unbelief in the falling away from the living God,"
"58003013","58","3","13","but exhort ye one another every day, while the To-day is called, that none of you may be hardened by the deceitfulness of the sin,"
"58003014","58","3","14","for partakers we have become of the Christ, if the beginning of the confidence unto the end we may hold fast,"
"58003015","58","3","15","in its being said, `To-day, if His voice ye may hear, ye may not harden your hearts, as in the provocation,'"
"58003016","58","3","16","for certain having heard did provoke, but not all who did come out of Egypt through Moses;"
"58003017","58","3","17","but with whom was He grieved forty years? was it not with those who did sin, whose carcasses fell in the wilderness?"
"58003018","58","3","18","and to whom did He swear that they shall not enter into His rest, except to those who did not believe? --"
"58003019","58","3","19","and we see that they were not able to enter in because of unbelief."
"58004001","58","4","1","We may fear, then, lest a promise being left of entering into His rest, any one of you may seem to have come short,"
"58004002","58","4","2","for we also are having good news proclaimed, even as they, but the word heard did not profit them, not being mixed with faith in those who heard,"
"58004003","58","4","3","for we do enter into the rest -- we who did believe, as He said, `So I sware in My anger, If they shall enter into My rest -- ;' and yet the works were done from the foundation of the world,"
"58004004","58","4","4","for He spake in a certain place concerning the seventh `day' thus: `And God did rest in the seventh day from all His works;'"
"58004005","58","4","5","and in this `place' again, `If they shall enter into My rest -- ;'"
"58004006","58","4","6","since then, it remaineth for certain to enter into it, and those who did first hear good news entered not in because of unbelief --"
"58004007","58","4","7","again He doth limit a certain day, `To-day,' (in David saying, after so long a time,) as it hath been said, `To-day, if His voice ye may hear, ye may not harden your hearts,'"
"58004008","58","4","8","for if Joshua had given them rest, He would not concerning another day have spoken after these things;"
"58004009","58","4","9","there doth remain, then, a sabbatic rest to the people of God,"
"58004010","58","4","10","for he who did enter into his rest, he also rested from his works, as God from His own."
"58004011","58","4","11","May we be diligent, then, to enter into that rest, that no one in the same example of the unbelief may fall,"
"58004012","58","4","12","for the reckoning of God is living, and working, and sharp above every two-edged sword, and piercing unto the dividing asunder both of soul and spirit, of joints also and marrow, and a discerner of thoughts and intents of the heart;"
"58004013","58","4","13","and there is not a created thing not manifest before Him, but all things `are' naked and open to His eyes -- with whom is our reckoning."
"58004014","58","4","14","Having, then, a great chief priest passed through the heavens -- Jesus the Son of God -- may we hold fast the profession,"
"58004015","58","4","15","for we have not a chief priest unable to sympathise with our infirmities, but `one' tempted in all things in like manner -- apart from sin;"
"58004016","58","4","16","we may come near, then, with freedom, to the throne of the grace, that we may receive kindness, and find grace -- for seasonable help."
"58005001","58","5","1","For every chief priest -- out of men taken -- in behalf of men is set in things `pertaining' to God, that he may offer both gifts and sacrifices for sins,"
"58005002","58","5","2","able to be gentle to those ignorant and going astray, since himself also is compassed with infirmity;"
"58005003","58","5","3","and because of this infirmity he ought, as for the people, so also for himself to offer for sins;"
"58005004","58","5","4","and no one to himself doth take the honour, but he who is called by God, as also Aaron:"
"58005005","58","5","5","so also the Christ did not glorify himself to become chief priest, but He who spake unto him: `My Son thou art, I to-day have begotten thee;'"
"58005006","58","5","6","as also in another `place' He saith, `Thou `art' a priest -- to the age, according to the order of Melchisedek;'"
"58005007","58","5","7","who in the days of his flesh both prayers and supplications unto Him who was able to save him from death -- with strong crying and tears -- having offered up, and having been heard in respect to that which he feared,"
"58005008","58","5","8","through being a Son, did learn by the things which he suffered -- the obedience,"
"58005009","58","5","9","and having been made perfect, he did become to all those obeying him a cause of salvation age-during,"
"58005010","58","5","10","having been addressed by God a chief priest, according to the order of Melchisedek,"
"58005011","58","5","11","concerning whom we have much discourse and of hard explanation to say, since ye have become dull of hearing,"
"58005012","58","5","12","for even owing to be teachers, because of the time, again ye have need that one teach you what `are' the elements of the beginning of the oracles of God, and ye have become having need of milk, and not of strong food,"
"58005013","58","5","13","for every one who is partaking of milk `is' unskilled in the word of righteousness -- for he is an infant,"
"58005014","58","5","14","and of perfect men is the strong food, who because of the use are having the senses exercised, unto the discernment both of good and of evil."
"58006001","58","6","1","Wherefore, having left the word of the beginning of the Christ, unto the perfection we may advance, not again a foundation laying of reformation from dead works, and of faith on God,"
"58006002","58","6","2","of the teaching of baptisms, of laying on also of hands, of rising again also of the dead, and of judgment age-during,"
"58006003","58","6","3","and this we will do, if God may permit,"
"58006004","58","6","4","for `it is' impossible for those once enlightened, having tasted also of the heavenly gift, and partakers having became of the Holy Spirit,"
"58006005","58","6","5","and did taste the good saying of God, the powers also of the coming age,"
"58006006","58","6","6","and having fallen away, again to renew `them' to reformation, having crucified again to themselves the Son of God, and exposed to public shame."
"58006007","58","6","7","For earth, that is drinking in the rain many times coming upon it, and is bringing forth herbs fit for those because of whom also it is dressed, doth partake of blessing from God,"
"58006008","58","6","8","and that which is bearing thorns and briers `is' disapproved of, and nigh to cursing, whose end `is' for burning;"
"58006009","58","6","9","and we are persuaded, concerning you, beloved, the things that are better, and accompanying salvation, though even thus we speak,"
"58006010","58","6","10","for God is not unrighteous to forget your work, and the labour of the love, that ye shewed to His name, having ministered to the saints and ministering;"
"58006011","58","6","11","and we desire each one of you the same diligence to shew, unto the full assurance of the hope unto the end,"
"58006012","58","6","12","that ye may not become slothful, but followers of those who through faith and patient endurance are inheriting the promises."
"58006013","58","6","13","For to Abraham God, having made promise, seeing He was able to swear by no greater, did swear by Himself,"
"58006014","58","6","14","saying, `Blessing indeed I will bless thee, and multiplying I will multiply thee;'"
"58006015","58","6","15","and so, having patiently endured, he did obtain the promise;"
"58006016","58","6","16","for men indeed do swear by the greater, and an end of all controversy to them for confirmation `is' the oath,"
"58006017","58","6","17","in which God, more abundantly willing to shew to the heirs of the promise the immutability of his counsel, did interpose by an oath,"
"58006018","58","6","18","that through two immutable things, in which `it is' impossible for God to lie, a strong comfort we may have who did flee for refuge to lay hold on the hope set before `us',"
"58006019","58","6","19","which we have, as an anchor of the soul, both sure and stedfast, and entering into that within the vail,"
"58006020","58","6","20","whither a forerunner for us did enter -- Jesus, after the order of Melchisedek chief priest having become -- to the age."
"58007001","58","7","1","For this Melchisedek, king of Salem, priest of God Most High, who did meet Abraham turning back from the smiting of the kings, and did bless him,"
"58007002","58","7","2","to whom also a tenth of all did Abraham divide, (first, indeed, being interpreted, `King of righteousness,' and then also, King of Salem, which is, King of Peace,)"
"58007003","58","7","3","without father, without mother, without genealogy, having neither beginning of days nor end of life, and being made like to the Son of God, doth remain a priest continually."
"58007004","58","7","4","And see how great this one `is', to whom also a tenth Abraham the patriarch did give out of the best of the spoils,"
"58007005","58","7","5","and those, indeed, out of the sons of Levi receiving the priesthood, a command have to take tithes from the people according to the law, that is, their brethren, even though they came forth out of the loins of Abraham;"
"58007006","58","7","6","and he who was not reckoned by genealogy of them, received tithes from Abraham, and him having the promises he hath blessed,"
"58007007","58","7","7","and apart from all controversy, the less by the better is blessed --"
"58007008","58","7","8","and here, indeed, men who die do receive tithes, and there `he', who is testified to that he was living,"
"58007009","58","7","9","and so to speak, through Abraham even Levi who is receiving tithes, hath paid tithes,"
"58007010","58","7","10","for he was yet in the loins of the father when Melchisedek met him."
"58007011","58","7","11","If indeed, then, perfection were through the Levitical priesthood -- for the people under it had received law -- what further need, according to the order of Melchisedek, for another priest to arise, and not to be called according to the order of Aaron?"
"58007012","58","7","12","for the priesthood being changed, of necessity also, of the law a change doth come,"
"58007013","58","7","13","for he of whom these things are said in another tribe hath had part, of whom no one gave attendance at the altar,"
"58007014","58","7","14","for `it is' evident that out of Judah hath arisen our Lord, in regard to which tribe Moses spake nothing concerning priesthood."
"58007015","58","7","15","And it is yet more abundantly most evident, if according to the similitude of Melchisedek there doth arise another priest,"
"58007016","58","7","16","who came not according to the law of a fleshly command, but according to the power of an endless life,"
"58007017","58","7","17","for He doth testify -- `Thou `art' a priest -- to the age, according to the order of Melchisedek;'"
"58007018","58","7","18","for a disannulling indeed doth come of the command going before because of its weakness, and unprofitableness,"
"58007019","58","7","19","(for nothing did the law perfect) and the bringing in of a better hope, through which we draw nigh to God."
"58007020","58","7","20","And inasmuch as `it is' not apart from oath, (for those indeed apart from oath are become priests,"
"58007021","58","7","21","and he with an oath through Him who is saying unto him, `The Lord sware, and will not repent, Thou `art' a priest -- to the age, according to the order of Melchisedek;')"
"58007022","58","7","22","by so much of a better covenant hath Jesus become surety,"
"58007023","58","7","23","and those indeed are many who have become priests, because by death they are hindered from remaining;"
"58007024","58","7","24","and he, because of his remaining -- to the age, hath the priesthood not transient,"
"58007025","58","7","25","whence also he is able to save to the very end, those coming through him unto God -- ever living to make intercession for them."
"58007026","58","7","26","For such a chief priest did become us -- kind, harmless, undefiled, separate from the sinners, and become higher than the heavens,"
"58007027","58","7","27","who hath no necessity daily, as the chief priests, first for his own sins to offer up sacrifice, then for those of the people; for this he did once, having offered up himself;"
"58007028","58","7","28","for the law doth appoint men chief priests, having infirmity, but the word of the oath that `is' after the law `appointeth' the Son -- to the age having been perfected."
"58008001","58","8","1","And the sum concerning the things spoken of `is': we have such a chief priest, who did sit down at the right hand of the throne of the greatness in the heavens,"
"58008002","58","8","2","of the holy places a servant, and of the true tabernacle, which the Lord did set up, and not man,"
"58008003","58","8","3","for every chief priest to offer both gifts and sacrifices is appointed, whence `it is' necessary for this one to have also something that he may offer;"
"58008004","58","8","4","for if, indeed, he were upon earth, he would not be a priest -- (there being the priests who are offering according to the law, the gifts,"
"58008005","58","8","5","who unto an example and shadow do serve of the heavenly things, as Moses hath been divinely warned, being about to construct the tabernacle, for `See (saith He) thou mayest make all things according to the pattern that was shewn to thee in the mount;') --"
"58008006","58","8","6","and now he hath obtained a more excellent service, how much also of a better covenant is he mediator, which on better promises hath been sanctioned,"
"58008007","58","8","7","for if that first were faultless, a place would not have been sought for a second."
"58008008","58","8","8","For finding fault, He saith to them, `Lo, days come, saith the Lord, and I will complete with the house of Israel, and with the house of Judah, a new covenant,"
"58008009","58","8","9","not according to the covenant that I made with their fathers, in the day of My taking `them' by their hand, to bring them out of the land of Egypt -- because they did not remain in My covenant, and I did not regard them, saith the Lord, --"
"58008010","58","8","10","because this `is' the covenant that I will make with the house of Israel, after those days, saith the Lord, giving My laws into their mind, and upon their hearts I will write them, and I will be to them for a God, and they shall be to Me for a people;"
"58008011","58","8","11","and they shall not teach each his neighbour, and each his brother, saying, Know thou the Lord, because they shall all know Me from the small one of them unto the great one of them,"
"58008012","58","8","12","because I will be merciful to their unrighteousness, and their sins and their lawlessnesses I will remember no more;' --"
"58008013","58","8","13","in the saying `new,' He hath made the first old, and what doth become obsolete and is old `is' nigh disappearing."
"58009001","58","9","1","It had, indeed, then (even the first tabernacle) ordinances of service, also a worldly sanctuary,"
"58009002","58","9","2","for a tabernacle was prepared, the first, in which was both the lamp-stand, and the table, and the bread of the presence -- which is called `Holy;'"
"58009003","58","9","3","and after the second vail a tabernacle that is called `Holy of holies,'"
"58009004","58","9","4","having a golden censer, and the ark of the covenant overlaid all round about with gold, in which `is' the golden pot having the manna, and the rod of Aaron that budded, and the tables of the covenant,"
"58009005","58","9","5","and over it cherubim of the glory, overshadowing the mercy-seat, concerning which we are not now to speak particularly."
"58009006","58","9","6","And these things having been thus prepared, into the first tabernacle, indeed, at all times the priests do go in, performing the services,"
"58009007","58","9","7","and into the second, once in the year, only the chief priest, not apart from blood, which he doth offer for himself and the errors of the people,"
"58009008","58","9","8","the Holy Spirit this evidencing that not yet hath been manifested the way of the holy `places', the first tabernacle having yet a standing;"
"58009009","58","9","9","which `is' a simile in regard to the present time, in which both gifts and sacrifices are offered, which are not able, in regard to conscience, to make perfect him who is serving,"
"58009010","58","9","10","only in victuals, and drinks, and different baptisms, and fleshly ordinances -- till the time of reformation imposed upon `them'."
"58009011","58","9","11","And Christ being come, chief priest of the coming good things, through the greater and more perfect tabernacle not made with hands -- that is, not of this creation --"
"58009012","58","9","12","neither through blood of goats and calves, but through his own blood, did enter in once into the holy places, age-during redemption having obtained;"
"58009013","58","9","13","for if the blood of bulls, and goats, and ashes of an heifer, sprinkling those defiled, doth sanctify to the purifying of the flesh,"
"58009014","58","9","14","how much more shall the blood of the Christ (who through the age-during Spirit did offer himself unblemished to God) purify your conscience from dead works to serve the living God?"
"58009015","58","9","15","And because of this, of a new covenant he is mediator, that, death having come, for redemption of the transgressions under the first covenant, those called may receive the promise of the age-during inheritance,"
"58009016","58","9","16","for where a covenant `is', the death of the covenant-victim to come in is necessary,"
"58009017","58","9","17","for a covenant over dead victims `is' stedfast, since it is no force at all when the covenant-victim liveth,"
"58009018","58","9","18","whence not even the first apart from blood hath been initiated,"
"58009019","58","9","19","for every command having been spoken, according to law, by Moses, to all the people, having taken the blood of the calves and goats, with water, and scarlet wool, and hyssop, he both the book itself and all the people did sprinkle,"
"58009020","58","9","20","saying, `This `is' the blood of the covenant that God enjoined unto you,'"
"58009021","58","9","21","and both the tabernacle and all the vessels of the service with blood in like manner he did sprinkle,"
"58009022","58","9","22","and with blood almost all things are purified according to the law, and apart from blood-shedding forgiveness doth not come."
"58009023","58","9","23","`It is' necessary, therefore, the pattern indeed of the things in the heavens to be purified with these, and the heavenly things themselves with better sacrifices than these;"
"58009024","58","9","24","for not into holy places made with hands did the Christ enter -- figures of the true -- but into the heaven itself, now to be manifested in the presence of God for us;"
"58009025","58","9","25","nor that he may many times offer himself, even as the chief priest doth enter into the holy places every year with blood of others;"
"58009026","58","9","26","since it had behoved him many times to suffer from the foundation of the world, but now once, at the full end of the ages, for putting away of sin through his sacrifice, he hath been manifested;"
"58009027","58","9","27","and as it is laid up to men once to die, and after this -- judgment,"
"58009028","58","9","28","so also the Christ, once having been offered to bear the sins of many, a second time, apart from a sin-offering, shall appear, to those waiting for him -- to salvation!"
"58010001","58","10","1","For the law having a shadow of the coming good things -- not the very image of the matters, every year, by the same sacrifices that they offer continually, is never able to make perfect those coming near,"
"58010002","58","10","2","since, would they not have ceased to be offered, because of those serving having no more conscience of sins, having once been purified?"
"58010003","58","10","3","but in those `sacrifices' is a remembrance of sins every year,"
"58010004","58","10","4","for it is impossible for blood of bulls and goats to take away sins."
"58010005","58","10","5","Wherefore, coming into the world, he saith, `Sacrifice and offering Thou didst not will, and a body Thou didst prepare for me,"
"58010006","58","10","6","in burnt-offerings, and concerning sin-offerings, Thou didst not delight,"
"58010007","58","10","7","then I said, Lo, I come, (in a volume of the book it hath been written concerning me,) to do, O God, Thy will;'"
"58010008","58","10","8","saying above -- `Sacrifice, and offering, and burnt-offerings, and concerning sin-offering Thou didst not will, nor delight in,' -- which according to the law are offered --"
"58010009","58","10","9","then he said, `Lo, I come to do, O God, Thy will;' he doth take away the first that the second he may establish;"
"58010010","58","10","10","in the which will we are having been sanctified through the offering of the body of Jesus Christ once,"
"58010011","58","10","11","and every priest, indeed, hath stood daily serving, and the same sacrifices many times offering, that are never able to take away sins."
"58010012","58","10","12","And He, for sin one sacrifice having offered -- to the end, did sit down on the right hand of God, --"
"58010013","58","10","13","as to the rest, expecting till He may place his enemies `as' his footstool,"
"58010014","58","10","14","for by one offering he hath perfected to the end those sanctified;"
"58010015","58","10","15","and testify to us also doth the Holy Spirit, for after that He hath said before,"
"58010016","58","10","16","`This `is' the covenant that I will make with them after those days, saith the Lord, giving My laws on their hearts, and upon their minds I will write them,'"
"58010017","58","10","17","and `their sins and their lawlessness I will remember no more;'"
"58010018","58","10","18","and where forgiveness of these `is', there is no more offering for sin."
"58010019","58","10","19","Having, therefore, brethren, boldness for the entrance into the holy places, in the blood of Jesus,"
"58010020","58","10","20","which way he did initiate for us -- new and living, through the vail, that is, his flesh --"
"58010021","58","10","21","and a high priest over the house of God,"
"58010022","58","10","22","may we draw near with a true heart, in full assurance of faith, having the hearts sprinkled from an evil conscience, and having the body bathed with pure water;"
"58010023","58","10","23","may we hold fast the unwavering profession of the hope, (for faithful `is' He who did promise),"
"58010024","58","10","24","and may we consider one another to provoke to love and to good works,"
"58010025","58","10","25","not forsaking the assembling of ourselves together, as a custom of certain `is', but exhorting, and so much the more as ye see the day coming nigh."
"58010026","58","10","26","For we -- willfully sinning after the receiving the full knowledge of the truth -- no more for sins doth there remain a sacrifice,"
"58010027","58","10","27","but a certain fearful looking for of judgment, and fiery zeal, about to devour the opposers;"
"58010028","58","10","28","any one who did set at nought a law of Moses, apart from mercies, by two or three witnesses, doth die,"
